timestamp,ip_src,ip_dest,src_port,dest_port,protocol,payload_len,app_protocol,is_ascii,suspicious_keywords,has_suspicious_keywords,error
2025-06-30T08:10:57.346004,192.168.0.106,140.82.114.22,45654,443,TCP,56,HTTPS,0,none,0,
2025-06-30T08:11:01.377985,192.168.0.5,239.255.255.250,1900,1900,UDP,267,UNKNOWN,0,root,1,
2025-06-30T08:11:01.380243,192.168.0.5,239.255.255.250,1900,1900,UDP,279,UNKNOWN,0,none,0,
2025-06-30T08:11:01.385390,192.168.0.5,239.255.255.250,1900,1900,UDP,339,UNKNOWN,0,none,0,
2025-06-30T08:11:01.389520,192.168.0.5,239.255.255.250,1900,1900,UDP,255,UNKNOWN,0,none,0,
2025-06-30T08:11:01.393235,192.168.0.5,239.255.255.250,1900,1900,UDP,303,UNKNOWN,0,none,0,
2025-06-30T08:11:01.395770,192.168.0.5,239.255.255.250,1900,1900,UDP,275,UNKNOWN,0,none,0,
2025-06-30T08:11:01.400195,192.168.0.5,239.255.255.250,1900,1900,UDP,333,UNKNOWN,0,none,0,
2025-06-30T08:11:01.480951,192.168.0.5,239.255.255.250,1900,1900,UDP,331,UNKNOWN,0,none,0,
2025-06-30T08:11:01.482967,192.168.0.5,239.255.255.250,1900,1900,UDP,335,UNKNOWN,0,none,0,
2025-06-30T08:17:29.102832,140.82.114.22,192.168.0.106,443,49638,TCP,0,HTTPS,0,none,0,
2025-06-30T08:17:29.103426,192.168.0.106,140.82.114.22,49638,443,TCP,0,HTTPS,0,none,0,
2025-06-30T08:17:29.103955,192.168.0.106,140.82.114.22,49638,443,TCP,517,HTTPS,0,none,0,
2025-06-30T08:17:29.350843,140.82.114.22,192.168.0.106,443,49638,TCP,1424,HTTPS,0,none,0,
2025-06-30T08:17:29.351479,192.168.0.106,140.82.114.22,49638,443,TCP,0,HTTPS,0,none,0,
2025-06-30T08:17:29.352019,140.82.114.22,192.168.0.106,443,49638,TCP,1424,HTTPS,0,none,0,
2025-06-30T08:17:29.352422,192.168.0.106,140.82.114.22,49638,443,TCP,0,HTTPS,0,none,0,
2025-06-30T08:17:29.353035,140.82.114.22,192.168.0.106,443,49638,TCP,1248,HTTPS,0,none,0,
2025-06-30T08:17:29.353449,192.168.0.106,140.82.114.22,49638,443,TCP,0,HTTPS,0,none,0,
2025-06-30T08:17:29.354531,140.82.114.22,192.168.0.106,443,49638,TCP,1424,HTTPS,0,none,0,
2025-06-30T08:17:29.355236,192.168.0.106,140.82.114.22,49638,443,TCP,0,HTTPS,0,none,0,
2025-06-30T08:17:29.355968,140.82.114.22,192.168.0.106,443,49638,TCP,158,HTTPS,0,none,0,
2025-06-30T08:17:29.356524,192.168.0.106,140.82.114.22,49638,443,TCP,0,HTTPS,0,none,0,
2025-06-30T08:17:29.357116,192.168.0.106,140.82.114.22,49638,443,TCP,1424,HTTPS,0,none,0,
2025-06-30T08:17:29.357606,192.168.0.106,140.82.114.22,49638,443,TCP,1424,HTTPS,0,none,0,
2025-06-30T08:17:29.358093,192.168.0.106,140.82.114.22,49638,443,TCP,469,HTTPS,0,none,0,
2025-06-30T08:17:29.599121,140.82.114.22,192.168.0.106,443,49638,TCP,79,HTTPS,0,none,0,
2025-06-30T08:17:29.599692,140.82.114.22,192.168.0.106,443,49638,TCP,79,HTTPS,0,none,0,
2025-06-30T08:17:29.600048,140.82.114.22,192.168.0.106,443,49638,TCP,0,HTTPS,0,none,0,
2025-06-30T08:17:29.600388,192.168.0.106,140.82.114.22,49638,443,TCP,0,HTTPS,0,none,0,
2025-06-30T08:17:29.918915,140.82.114.22,192.168.0.106,443,49638,TCP,587,HTTPS,0,none,0,
2025-06-30T08:17:29.919544,192.168.0.106,140.82.114.22,49638,443,TCP,24,HTTPS,0,none,0,
2025-06-30T08:17:29.919905,192.168.0.106,140.82.114.22,49638,443,TCP,0,HTTPS,0,none,0,
2025-06-30T08:17:29.921009,140.82.114.22,192.168.0.106,443,49638,TCP,24,HTTPS,0,none,0,
2025-06-30T08:17:29.921446,140.82.114.22,192.168.0.106,443,49638,TCP,0,HTTPS,0,none,0,
2025-06-30T08:17:29.921825,192.168.0.106,140.82.114.22,49638,443,TCP,0,HTTPS,0,none,0,
2025-06-30T08:17:29.922196,192.168.0.106,140.82.114.22,49638,443,TCP,0,HTTPS,0,none,0,
2025-06-30T08:17:32.543560,192.168.0.106,27.116.54.76,44806,443,UDP,1245,UNKNOWN,0,none,0,
2025-06-30T08:17:32.544286,192.168.0.106,27.116.54.76,44806,443,UDP,1250,UNKNOWN,0,none,0,
2025-06-30T08:17:32.544793,192.168.0.106,27.116.54.76,44806,443,UDP,327,UNKNOWN,0,none,0,
2025-06-30T08:17:32.548654,27.116.54.76,192.168.0.106,443,44806,UDP,147,UNKNOWN,0,none,0,
2025-06-30T08:17:32.549497,27.116.54.76,192.168.0.106,443,44806,UDP,1245,UNKNOWN,0,sh,1,
2025-06-30T08:17:32.550525,27.116.54.76,192.168.0.106,443,44806,UDP,1250,UNKNOWN,0,none,0,
2025-06-30T08:17:32.551627,192.168.0.106,27.116.54.76,44806,443,UDP,41,UNKNOWN,0,none,0,
2025-06-30T08:17:32.552503,27.116.54.76,192.168.0.106,443,44806,UDP,1250,UNKNOWN,0,none,0,
2025-06-30T08:17:32.553222,27.116.54.76,192.168.0.106,443,44806,UDP,1250,UNKNOWN,0,none,0,
2025-06-30T08:17:32.553752,27.116.54.76,192.168.0.106,443,44806,UDP,1250,UNKNOWN,0,sh,1,
2025-06-30T08:17:32.554307,192.168.0.106,27.116.54.76,44806,443,UDP,34,UNKNOWN,0,none,0,
2025-06-30T08:17:32.554794,27.116.54.76,192.168.0.106,443,44806,UDP,1250,UNKNOWN,0,none,0,
2025-06-30T08:17:32.555471,27.116.54.76,192.168.0.106,443,44806,UDP,1250,UNKNOWN,0,sh,1,
2025-06-30T08:17:32.556024,27.116.54.76,192.168.0.106,443,44806,UDP,1250,UNKNOWN,0,none,0,
2025-06-30T08:17:32.556457,192.168.0.106,27.116.54.76,44806,443,UDP,34,UNKNOWN,0,none,0,
2025-06-30T08:17:32.556956,27.116.54.76,192.168.0.106,443,44806,UDP,1250,UNKNOWN,0,none,0,
2025-06-30T08:17:32.557424,192.168.0.106,27.116.54.76,44806,443,UDP,35,UNKNOWN,0,none,0,
2025-06-30T08:17:32.559969,27.116.54.76,192.168.0.106,443,44806,UDP,1250,UNKNOWN,0,none,0,
2025-06-30T08:17:32.561156,27.116.54.76,192.168.0.106,443,44806,UDP,1250,UNKNOWN,0,none,0,
2025-06-30T08:17:32.562179,27.116.54.76,192.168.0.106,443,44806,UDP,1250,UNKNOWN,0,none,0,
2025-06-30T08:17:32.563240,192.168.0.106,27.116.54.76,44806,443,UDP,34,UNKNOWN,0,none,0,
2025-06-30T08:17:32.564183,27.116.54.76,192.168.0.106,443,44806,UDP,1250,UNKNOWN,0,none,0,
2025-06-30T08:17:32.564847,27.116.54.76,192.168.0.106,443,44806,UDP,1250,UNKNOWN,0,none,0,
2025-06-30T08:17:32.565616,27.116.54.76,192.168.0.106,443,44806,UDP,1250,UNKNOWN,0,none,0,
2025-06-30T08:17:32.567028,27.116.54.76,192.168.0.106,443,44806,UDP,1250,UNKNOWN,0,sh,1,
2025-06-30T08:17:32.568748,192.168.0.106,27.116.54.76,44806,443,UDP,34,UNKNOWN,0,none,0,
2025-06-30T08:17:32.570224,27.116.54.76,192.168.0.106,443,44806,UDP,1250,UNKNOWN,0,none,0,
2025-06-30T08:17:32.570969,27.116.54.76,192.168.0.106,443,44806,UDP,1250,UNKNOWN,0,none,0,
2025-06-30T08:17:32.571882,27.116.54.76,192.168.0.106,443,44806,UDP,1250,UNKNOWN,0,none,0,
2025-06-30T08:17:32.574009,27.116.54.76,192.168.0.106,443,44806,UDP,1250,UNKNOWN,0,none,0,
2025-06-30T08:17:32.574958,192.168.0.106,27.116.54.76,44806,443,UDP,34,UNKNOWN,0,none,0,
2025-06-30T08:17:32.576271,27.116.54.76,192.168.0.106,443,44806,UDP,1250,UNKNOWN,0,sh,1,
2025-06-30T08:17:32.578633,192.168.0.106,27.116.54.76,44806,443,UDP,35,UNKNOWN,0,none,0,
2025-06-30T08:17:32.580078,27.116.54.76,192.168.0.106,443,44806,UDP,1250,UNKNOWN,0,none,0,
2025-06-30T08:17:32.580854,27.116.54.76,192.168.0.106,443,44806,UDP,1250,UNKNOWN,0,none,0,
2025-06-30T08:17:32.581433,192.168.0.106,27.116.54.76,44806,443,UDP,34,UNKNOWN,0,none,0,
2025-06-30T08:17:32.582180,27.116.54.76,192.168.0.106,443,44806,UDP,1250,UNKNOWN,0,sh,1,
2025-06-30T08:17:32.583191,27.116.54.76,192.168.0.106,443,44806,UDP,1250,UNKNOWN,0,none,0,
2025-06-30T08:17:32.583770,192.168.0.106,27.116.54.76,44806,443,UDP,34,UNKNOWN,0,none,0,
2025-06-30T08:17:32.584309,27.116.54.76,192.168.0.106,443,44806,UDP,1250,UNKNOWN,0,none,0,
2025-06-30T08:17:32.584909,27.116.54.76,192.168.0.106,443,44806,UDP,1250,UNKNOWN,0,none,0,
2025-06-30T08:17:32.585560,192.168.0.106,27.116.54.76,44806,443,UDP,34,UNKNOWN,0,none,0,
2025-06-30T08:17:32.586472,27.116.54.76,192.168.0.106,443,44806,UDP,1250,UNKNOWN,0,sh,1,
2025-06-30T08:17:32.587427,27.116.54.76,192.168.0.106,443,44806,UDP,1250,UNKNOWN,0,none,0,
2025-06-30T08:17:32.588524,192.168.0.106,27.116.54.76,44806,443,UDP,35,UNKNOWN,0,none,0,
2025-06-30T08:17:32.589431,27.116.54.76,192.168.0.106,443,44806,UDP,1250,UNKNOWN,0,none,0,
2025-06-30T08:17:32.590381,27.116.54.76,192.168.0.106,443,44806,UDP,1250,UNKNOWN,0,none,0,
2025-06-30T08:17:32.591273,27.116.54.76,192.168.0.106,443,44806,UDP,1250,UNKNOWN,0,none,0,
2025-06-30T08:17:32.591807,192.168.0.106,27.116.54.76,44806,443,UDP,34,UNKNOWN,0,none,0,
2025-06-30T08:17:32.592448,27.116.54.76,192.168.0.106,443,44806,UDP,1250,UNKNOWN,0,none,0,
2025-06-30T08:17:32.593604,27.116.54.76,192.168.0.106,443,44806,UDP,1250,UNKNOWN,0,none,0,
2025-06-30T08:17:32.594853,192.168.0.106,27.116.54.76,44806,443,UDP,35,UNKNOWN,0,none,0,
2025-06-30T08:17:32.631883,27.116.54.76,192.168.0.106,443,44806,UDP,1250,UNKNOWN,0,none,0,
2025-06-30T08:17:32.633138,27.116.54.76,192.168.0.106,443,44806,UDP,1250,UNKNOWN,0,none,0,
2025-06-30T08:17:32.634019,27.116.54.76,192.168.0.106,443,44806,UDP,1250,UNKNOWN,0,none,0,
2025-06-30T08:17:32.634820,27.116.54.76,192.168.0.106,443,44806,UDP,1250,UNKNOWN,0,none,0,
2025-06-30T08:17:32.636224,27.116.54.76,192.168.0.106,443,44806,UDP,1250,UNKNOWN,0,none,0,
2025-06-30T08:17:32.637645,27.116.54.76,192.168.0.106,443,44806,UDP,1250,UNKNOWN,0,none,0,
2025-06-30T08:17:32.638529,27.116.54.76,192.168.0.106,443,44806,UDP,1250,UNKNOWN,0,none,0,
2025-06-30T08:17:32.639065,27.116.54.76,192.168.0.106,443,44806,UDP,1250,UNKNOWN,0,none,0,
2025-06-30T08:17:32.639653,27.116.54.76,192.168.0.106,443,44806,UDP,1250,UNKNOWN,0,none,0,
2025-06-30T08:17:32.640274,27.116.54.76,192.168.0.106,443,44806,UDP,1250,UNKNOWN,0,none,0,
2025-06-30T08:17:32.640855,27.116.54.76,192.168.0.106,443,44806,UDP,1250,UNKNOWN,0,none,0,
2025-06-30T08:17:32.641441,27.116.54.76,192.168.0.106,443,44806,UDP,1250,UNKNOWN,0,none,0,
2025-06-30T08:17:32.642022,27.116.54.76,192.168.0.106,443,44806,UDP,1250,UNKNOWN,0,none,0,
2025-06-30T08:17:32.642705,27.116.54.76,192.168.0.106,443,44806,UDP,1250,UNKNOWN,0,sh,1,
2025-06-30T08:17:32.643799,27.116.54.76,192.168.0.106,443,44806,UDP,1250,UNKNOWN,0,sh,1,
2025-06-30T08:17:32.644664,27.116.54.76,192.168.0.106,443,44806,UDP,1250,UNKNOWN,0,none,0,
2025-06-30T08:17:32.645612,27.116.54.76,192.168.0.106,443,44806,UDP,1250,UNKNOWN,0,none,0,
2025-06-30T08:17:32.646190,27.116.54.76,192.168.0.106,443,44806,UDP,1250,UNKNOWN,0,sh,1,
2025-06-30T08:17:32.646838,27.116.54.76,192.168.0.106,443,44806,UDP,1250,UNKNOWN,0,none,0,
2025-06-30T08:17:32.648482,27.116.54.76,192.168.0.106,443,44806,UDP,1250,UNKNOWN,0,sh,1,
2025-06-30T08:17:32.650430,27.116.54.76,192.168.0.106,443,44806,UDP,1250,UNKNOWN,0,none,0,
2025-06-30T08:17:32.651286,27.116.54.76,192.168.0.106,443,44806,UDP,1250,UNKNOWN,0,none,0,
2025-06-30T08:17:32.651976,27.116.54.76,192.168.0.106,443,44806,UDP,1250,UNKNOWN,0,none,0,
2025-06-30T08:17:32.652611,27.116.54.76,192.168.0.106,443,44806,UDP,1250,UNKNOWN,0,none,0,
2025-06-30T08:17:32.653299,27.116.54.76,192.168.0.106,443,44806,UDP,1250,UNKNOWN,0,sh,1,
2025-06-30T08:17:32.653858,27.116.54.76,192.168.0.106,443,44806,UDP,1250,UNKNOWN,0,none,0,
2025-06-30T08:17:32.654386,27.116.54.76,192.168.0.106,443,44806,UDP,1250,UNKNOWN,0,none,0,
2025-06-30T08:17:32.655151,27.116.54.76,192.168.0.106,443,44806,UDP,1250,UNKNOWN,0,none,0,
2025-06-30T08:17:32.655856,27.116.54.76,192.168.0.106,443,44806,UDP,1250,UNKNOWN,0,none,0,
2025-06-30T08:17:32.656396,27.116.54.76,192.168.0.106,443,44806,UDP,1250,UNKNOWN,0,sh,1,
2025-06-30T08:17:32.657162,27.116.54.76,192.168.0.106,443,44806,UDP,1250,UNKNOWN,0,none,0,
2025-06-30T08:17:32.658276,27.116.54.76,192.168.0.106,443,44806,UDP,1250,UNKNOWN,0,none,0,
2025-06-30T08:17:32.659366,27.116.54.76,192.168.0.106,443,44806,UDP,1250,UNKNOWN,0,none,0,
2025-06-30T08:17:32.660450,27.116.54.76,192.168.0.106,443,44806,UDP,1250,UNKNOWN,0,none,0,
2025-06-30T08:17:32.661435,27.116.54.76,192.168.0.106,443,44806,UDP,1250,UNKNOWN,0,none,0,
2025-06-30T08:17:32.662359,27.116.54.76,192.168.0.106,443,44806,UDP,1250,UNKNOWN,0,none,0,
2025-06-30T08:17:32.663033,27.116.54.76,192.168.0.106,443,44806,UDP,1250,UNKNOWN,0,none,0,
2025-06-30T08:17:32.663625,27.116.54.76,192.168.0.106,443,44806,UDP,1250,UNKNOWN,0,none,0,
2025-06-30T08:17:32.664373,27.116.54.76,192.168.0.106,443,44806,UDP,1250,UNKNOWN,0,none,0,
2025-06-30T08:17:32.665073,27.116.54.76,192.168.0.106,443,44806,UDP,1250,UNKNOWN,0,none,0,
2025-06-30T08:17:32.666213,27.116.54.76,192.168.0.106,443,44806,UDP,1250,UNKNOWN,0,none,0,
2025-06-30T08:17:32.667404,27.116.54.76,192.168.0.106,443,44806,UDP,1250,UNKNOWN,0,none,0,
2025-06-30T08:17:32.668185,27.116.54.76,192.168.0.106,443,44806,UDP,1250,UNKNOWN,0,none,0,
2025-06-30T08:17:32.669076,27.116.54.76,192.168.0.106,443,44806,UDP,1250,UNKNOWN,0,none,0,
2025-06-30T08:17:32.670502,27.116.54.76,192.168.0.106,443,44806,UDP,1250,UNKNOWN,0,none,0,
2025-06-30T08:17:32.671584,27.116.54.76,192.168.0.106,443,44806,UDP,1250,UNKNOWN,0,none,0,
2025-06-30T08:17:32.672361,27.116.54.76,192.168.0.106,443,44806,UDP,1250,UNKNOWN,0,none,0,
2025-06-30T08:17:32.673049,27.116.54.76,192.168.0.106,443,44806,UDP,1250,UNKNOWN,0,none,0,
2025-06-30T08:17:32.673716,27.116.54.76,192.168.0.106,443,44806,UDP,1250,UNKNOWN,0,sh,1,
2025-06-30T08:17:32.674712,27.116.54.76,192.168.0.106,443,44806,UDP,1250,UNKNOWN,0,none,0,
2025-06-30T08:17:32.675702,27.116.54.76,192.168.0.106,443,44806,UDP,1250,UNKNOWN,0,none,0,
2025-06-30T08:17:32.676722,27.116.54.76,192.168.0.106,443,44806,UDP,1250,UNKNOWN,0,none,0,
2025-06-30T08:17:32.677981,27.116.54.76,192.168.0.106,443,44806,UDP,1250,UNKNOWN,0,sh,1,
2025-06-30T08:17:32.679112,27.116.54.76,192.168.0.106,443,44806,UDP,1250,UNKNOWN,0,none,0,
2025-06-30T08:17:32.679777,192.168.0.106,27.116.54.76,44806,443,UDP,34,UNKNOWN,0,none,0,
2025-06-30T08:17:32.680271,192.168.0.106,27.116.54.76,44806,443,UDP,34,UNKNOWN,0,none,0,
2025-06-30T08:17:32.680805,192.168.0.106,27.116.54.76,44806,443,UDP,34,UNKNOWN,0,none,0,
2025-06-30T08:17:32.681301,192.168.0.106,27.116.54.76,44806,443,UDP,35,UNKNOWN,0,none,0,
2025-06-30T08:17:32.681828,192.168.0.106,27.116.54.76,44806,443,UDP,35,UNKNOWN,0,none,0,
2025-06-30T08:17:32.683059,27.116.54.76,192.168.0.106,443,44806,UDP,1250,UNKNOWN,0,none,0,
2025-06-30T08:17:32.684562,192.168.0.106,27.116.54.76,44806,443,UDP,37,UNKNOWN,0,none,0,
2025-06-30T08:17:32.685567,27.116.54.76,192.168.0.106,443,44806,UDP,1250,UNKNOWN,0,sh,1,
2025-06-30T08:17:32.686651,27.116.54.76,192.168.0.106,443,44806,UDP,1250,UNKNOWN,0,none,0,
2025-06-30T08:17:32.688146,27.116.54.76,192.168.0.106,443,44806,UDP,1250,UNKNOWN,0,sh,1,
2025-06-30T08:17:32.689784,192.168.0.106,27.116.54.76,44806,443,UDP,42,UNKNOWN,0,none,0,
2025-06-30T08:17:32.690556,27.116.54.76,192.168.0.106,443,44806,UDP,1250,UNKNOWN,0,none,0,
2025-06-30T08:17:32.691200,192.168.0.106,27.116.54.76,44806,443,UDP,37,UNKNOWN,0,none,0,
2025-06-30T08:17:32.691680,192.168.0.106,27.116.54.76,44806,443,UDP,37,UNKNOWN,0,none,0,
2025-06-30T08:17:32.692160,192.168.0.106,27.116.54.76,44806,443,UDP,38,UNKNOWN,0,none,0,
2025-06-30T08:17:32.692703,27.116.54.76,192.168.0.106,443,44806,UDP,1250,UNKNOWN,0,none,0,
2025-06-30T08:17:32.693297,27.116.54.76,192.168.0.106,443,44806,UDP,1250,UNKNOWN,0,none,0,
2025-06-30T08:17:32.693960,27.116.54.76,192.168.0.106,443,44806,UDP,1250,UNKNOWN,0,none,0,
2025-06-30T08:17:32.695302,192.168.0.106,27.116.54.76,44806,443,UDP,38,UNKNOWN,0,none,0,
2025-06-30T08:17:32.708349,192.168.0.106,27.116.54.76,44806,443,UDP,31,UNKNOWN,0,none,0,
2025-06-30T08:17:32.715762,27.116.54.76,192.168.0.106,443,44806,UDP,1250,UNKNOWN,0,none,0,
2025-06-30T08:17:32.717046,27.116.54.76,192.168.0.106,443,44806,UDP,1250,UNKNOWN,0,none,0,
2025-06-30T08:17:32.718151,27.116.54.76,192.168.0.106,443,44806,UDP,1250,UNKNOWN,0,sh,1,
2025-06-30T08:17:32.718924,27.116.54.76,192.168.0.106,443,44806,UDP,1250,UNKNOWN,0,none,0,
2025-06-30T08:17:32.719510,27.116.54.76,192.168.0.106,443,44806,UDP,1250,UNKNOWN,0,none,0,
2025-06-30T08:17:32.720091,27.116.54.76,192.168.0.106,443,44806,UDP,1250,UNKNOWN,0,none,0,
2025-06-30T08:17:32.720872,27.116.54.76,192.168.0.106,443,44806,UDP,1250,UNKNOWN,0,none,0,
2025-06-30T08:17:32.721576,27.116.54.76,192.168.0.106,443,44806,UDP,1250,UNKNOWN,0,sh,1,
2025-06-30T08:17:32.722309,27.116.54.76,192.168.0.106,443,44806,UDP,1250,UNKNOWN,0,none,0,
2025-06-30T08:17:32.723271,27.116.54.76,192.168.0.106,443,44806,UDP,26,UNKNOWN,0,none,0,
2025-06-30T08:17:32.724744,27.116.54.76,192.168.0.106,443,44806,UDP,1250,UNKNOWN,0,none,0,
2025-06-30T08:17:32.726302,27.116.54.76,192.168.0.106,443,44806,UDP,1250,UNKNOWN,0,sh,1,
2025-06-30T08:17:32.727735,192.168.0.106,27.116.54.76,44806,443,UDP,34,UNKNOWN,0,none,0,
2025-06-30T08:17:32.728529,27.116.54.76,192.168.0.106,443,44806,UDP,1250,UNKNOWN,0,none,0,
2025-06-30T08:17:32.729210,27.116.54.76,192.168.0.106,443,44806,UDP,1250,UNKNOWN,0,none,0,
2025-06-30T08:17:32.729742,27.116.54.76,192.168.0.106,443,44806,UDP,1250,UNKNOWN,0,sh,1,
2025-06-30T08:17:32.730328,27.116.54.76,192.168.0.106,443,44806,UDP,1250,UNKNOWN,0,none,0,
2025-06-30T08:17:32.730997,27.116.54.76,192.168.0.106,443,44806,UDP,1250,UNKNOWN,0,none,0,
2025-06-30T08:17:32.731983,27.116.54.76,192.168.0.106,443,44806,UDP,1250,UNKNOWN,0,none,0,
2025-06-30T08:17:32.732857,27.116.54.76,192.168.0.106,443,44806,UDP,1250,UNKNOWN,0,none,0,
2025-06-30T08:17:32.733894,27.116.54.76,192.168.0.106,443,44806,UDP,1250,UNKNOWN,0,none,0,
2025-06-30T08:17:32.734957,27.116.54.76,192.168.0.106,443,44806,UDP,1250,UNKNOWN,0,none,0,
2025-06-30T08:17:32.736108,192.168.0.106,27.116.54.76,44806,443,UDP,34,UNKNOWN,0,none,0,
2025-06-30T08:17:32.737365,27.116.54.76,192.168.0.106,443,44806,UDP,1250,UNKNOWN,0,none,0,
2025-06-30T08:17:32.738472,27.116.54.76,192.168.0.106,443,44806,UDP,1250,UNKNOWN,0,none,0,
2025-06-30T08:17:32.740244,27.116.54.76,192.168.0.106,443,44806,UDP,1250,UNKNOWN,0,none,0,
2025-06-30T08:17:32.742564,27.116.54.76,192.168.0.106,443,44806,UDP,1250,UNKNOWN,0,none,0,
2025-06-30T08:17:32.744881,27.116.54.76,192.168.0.106,443,44806,UDP,1250,UNKNOWN,0,none,0,
2025-06-30T08:17:32.746133,27.116.54.76,192.168.0.106,443,44806,UDP,1250,UNKNOWN,0,none,0,
2025-06-30T08:17:32.746959,27.116.54.76,192.168.0.106,443,44806,UDP,1250,UNKNOWN,0,none,0,
2025-06-30T08:17:32.747646,27.116.54.76,192.168.0.106,443,44806,UDP,1250,UNKNOWN,0,none,0,
2025-06-30T08:17:32.748263,27.116.54.76,192.168.0.106,443,44806,UDP,1250,UNKNOWN,0,none,0,
2025-06-30T08:17:32.748909,27.116.54.76,192.168.0.106,443,44806,UDP,1250,UNKNOWN,0,none,0,
2025-06-30T08:17:32.750067,192.168.0.106,27.116.54.76,44806,443,UDP,34,UNKNOWN,0,none,0,
2025-06-30T08:17:32.750820,27.116.54.76,192.168.0.106,443,44806,UDP,1250,UNKNOWN,0,sh,1,
2025-06-30T08:17:32.751772,27.116.54.76,192.168.0.106,443,44806,UDP,1250,UNKNOWN,0,none,0,
2025-06-30T08:17:32.752874,27.116.54.76,192.168.0.106,443,44806,UDP,1250,UNKNOWN,0,none,0,
2025-06-30T08:17:32.754062,192.168.0.106,27.116.54.76,44806,443,UDP,36,UNKNOWN,0,none,0,
2025-06-30T08:17:32.755445,27.116.54.76,192.168.0.106,443,44806,UDP,1250,UNKNOWN,0,none,0,
2025-06-30T08:17:32.756880,192.168.0.106,27.116.54.76,44806,443,UDP,36,UNKNOWN,0,none,0,
2025-06-30T08:17:32.758117,27.116.54.76,192.168.0.106,443,44806,UDP,1250,UNKNOWN,0,sh,1,
2025-06-30T08:17:32.759656,192.168.0.106,27.116.54.76,44806,443,UDP,36,UNKNOWN,0,none,0,
2025-06-30T08:17:32.760891,27.116.54.76,192.168.0.106,443,44806,UDP,1250,UNKNOWN,0,none,0,
2025-06-30T08:17:32.762840,27.116.54.76,192.168.0.106,443,44806,UDP,1250,UNKNOWN,0,none,0,
2025-06-30T08:17:32.765216,192.168.0.106,27.116.54.76,44806,443,UDP,36,UNKNOWN,0,none,0,
2025-06-30T08:17:32.766206,27.116.54.76,192.168.0.106,443,44806,UDP,1250,UNKNOWN,0,none,0,
2025-06-30T08:17:32.767110,27.116.54.76,192.168.0.106,443,44806,UDP,1250,UNKNOWN,0,none,0,
2025-06-30T08:17:32.767812,27.116.54.76,192.168.0.106,443,44806,UDP,1250,UNKNOWN,0,none,0,
2025-06-30T08:17:32.768370,27.116.54.76,192.168.0.106,443,44806,UDP,1250,UNKNOWN,0,none,0,
2025-06-30T08:17:32.768993,27.116.54.76,192.168.0.106,443,44806,UDP,1250,UNKNOWN,0,none,0,
2025-06-30T08:17:32.774407,27.116.54.76,192.168.0.106,443,44806,UDP,230,UNKNOWN,0,none,0,
2025-06-30T08:17:32.784891,27.116.54.76,192.168.0.106,443,44806,UDP,27,UNKNOWN,0,none,0,
2025-06-30T08:17:32.790523,192.168.0.106,27.116.54.76,44806,443,UDP,37,UNKNOWN,0,none,0,
2025-06-30T08:17:32.795501,27.116.54.76,192.168.0.106,443,44806,UDP,1250,UNKNOWN,0,none,0,
2025-06-30T08:17:32.799736,27.116.54.76,192.168.0.106,443,44806,UDP,1250,UNKNOWN,0,none,0,
2025-06-30T08:17:32.805021,27.116.54.76,192.168.0.106,443,44806,UDP,1250,UNKNOWN,0,none,0,
2025-06-30T08:17:32.808745,27.116.54.76,192.168.0.106,443,44806,UDP,1250,UNKNOWN,0,none,0,
2025-06-30T08:17:32.811444,27.116.54.76,192.168.0.106,443,44806,UDP,1246,UNKNOWN,0,none,0,
2025-06-30T08:17:32.813641,192.168.0.106,27.116.54.76,44806,443,UDP,36,UNKNOWN,0,none,0,
2025-06-30T08:17:34.080968,192.168.0.106,95.216.195.133,55590,80,TCP,0,HTTP,0,none,0,
